ind	wgs	vlp.id	contig	Inducer	length	circularity	contig.length	unmmaped.reads.number	vlp.coverage	orf.number	uniprot.total.orf.number	uniprot.species	uniprot.species.orf.number	wgs.contig	pident	ind.len	wgs.len	alignment.len	ind.phage.total	ind.total	vlp.reads.number	vlp.total	shot.maptowgs.total	shotgun.total	shotgun.total.2	ratio
LB3451	wgs10	D3451	LB3451.contig11	Carbadox	3110	non-circular	3110	5	0.998714	4	4	Enterococcus phage EFC-1	2	wgs10.contig2	100	3110	629635	3096	382	236210	126	11249492	335182	8997444	2377460	0.037253024
LM3451	wgs10	D3451	LM3451.contig7	Mitomycin C	3476	non-circular	3476	15	0.945627	5	4	Enterococcus phage EFC-1	1	wgs10.contig8	99.97	3476	108154	2985	304	108906	119	11249492	335182	8997444	2377460	0.037253024
LN3451	wgs10	D3451	LN3451.contig7	No inducer	3433	non-circular	3433	3	0.819401	8	4	Enterococcus phage phiEf11	1	NA	NA	NA	NA	NA	166	146666	0	11249492	335182	8997444	2377460	0.037253024
DM3734	wgs23	D3734	DM3734.contig44	Mitomycin C	3832	non-circular	3832	1408	0.999478	3	4	Escherichia phage JLK-2012	2	NA	NA	NA	NA	NA	91668	3061110	1507	11965204	131711	7454292	4427480	0.01766915
DM3734	wgs23	D3734	DM3734.contig49	Mitomycin C	3417	non-circular	3417	72	0.998244	5	4	Escherichia virus Lambda	4	NA	NA	NA	NA	NA	3466	3061110	2326	11965204	131711	7454292	4427480	0.01766915
DM3734	wgs23	D3734	DM3734.contig7	Mitomycin C	16872	non-circular	16872	184	0.997214	17	4	Bacillus virus G	1	NA	NA	NA	NA	NA	16158	3061110	0	11965204	131711	7454292	4427480	0.01766915
EM3404	wgs4	D3404	EM3404.contig12	Mitomycin C	8834	non-circular	8834	27	0.968304	10	4	Diadromus pulchellus toursvirus	1	wgs4.contig6	99.93	8834	189748	5751	902	237916	0	11405602	50940	6083826	2979002	0.008373021
EM3404	wgs4	D3404	EM3404.contig23	Mitomycin C	4594	non-circular	4594	6	0.846974	9	4	Bacillus phage PfEFR-5	1	wgs4.contig504	100	4594	406	248	322	237916	0	11405602	50940	6083826	2979002	0.008373021
EN3404	wgs4	D3404	EN3404.contig12	No inducer	9574	non-circular	9574	27	0.965741	11	4	Planktothrix phage PaV-LD	2	wgs4.contig3	100	9574	294667	9574	645	158738	0	11405602	50940	6083826	2979002	0.008373021
EN3404	wgs4	D3404	EN3404.contig19	No inducer	6789	non-circular	6789	12	0.968036	6	4	Clostridium phage phiCD481-1	1	wgs4.contig2	99.99	6789	440420	6789	521	158738	0	11405602	50940	6083826	2979002	0.008373021
EN3404	wgs4	D3404	EN3404.contig3	No inducer	16226	non-circular	16226	41	0.997411	20	4	Hokovirus HKV1	2	wgs4.contig10	100	16226	122664	16226	1760	158738	0	11405602	50940	6083826	2979002	0.008373021
EN3404	wgs4	D3404	EN3404.contig8	No inducer	12280	non-circular	12280	27	0.982004	15	4	Bacillus phage proCM3	2	wgs4.contig207	100	12280	542	542	1594	158738	0	11405602	50940	6083826	2979002	0.008373021
LM3954	wgs16	D3954	LM3954.contig5	Mitomycin C	6256	non-circular	6256	40	0.99984	6	4	Klebsiella phage KPP5665-2	4	wgs16.contig55	100	6256	2140	2140	1526	15272	0	9881174	36356	11864520	6540484	0.003064262
EN3754	wgs5	D3754	EN3754.contig11	No inducer	5845	non-circular	5845	14	0.965269	8	4	Catovirus CTV1	1	wgs5.contig23	100	5845	52905	5845	480	202582	0	12377160	4574	5460912	4230680	0.000837589
EN3754	wgs5	D3754	EN3754.contig3	No inducer	13290	non-circular	13290	21	0.974568	12	4	Bacillus phage proCM3	2	wgs5.contig3	99.99	13290	175008	13272	2005	202582	0	12377160	4574	5460912	4230680	0.000837589
LM3451	wgs10	D3451	LM3451.contig4	Mitomycin C	8374	circular	8374	8	0.993671	10	3	Mycobacterium phage Cambiare	1	NA	NA	NA	NA	NA	1088	108906	0	11249492	335182	8997444	2377460	0.037253024
BN3451	wgs1	D3451	BN3451.contig6	No inducer	5193	circular	5193	154	1	6	3	Dickeya phage phiDP23.1	1	wgs1.contig24	80.09	5193	3912	1286	14440	195906	112	11249492	300152	8997444	2377460	0.033359696
DM3400	wgs22	D3400	DM3400.contig19	Mitomycin C	3708	non-circular	3708	21	0.988403	3	3	Escherichia virus Lambda	3	wgs22.contig73	99.51	3708	16049	3708	854	2382644	2	10292330	9753467	9846934	9770662	0.99050801
LN3570	wgs11	D3570	LN3570.contig7	No inducer	4396	non-circular	4396	8	0.926524	5	3	Streptococcus phage LYGO9	1	NA	NA	NA	NA	NA	240	57846	0	9661064	2517665	2922434	1119716	0.861495931
DM3754	wgs24	D3754	DM3754.contig2	Mitomycin C	22640	non-circular	22640	164	0.997703	20	3	Acinetobacter phage Ab105-3phi	1	wgs24.contig57	100	22640	28351	22640	17419	2941598	34740	12377160	3904731	5460912	4230680	0.715032764
DNM3754	wgs24	D3754	DNM3754.contig2	No inducer	22563	non-circular	22563	248	0.997474	20	3	Acinetobacter phage Ab105-3phi	1	wgs24.contig57	100	22563	28351	22563	16636	2886312	34565	12377160	3904731	5460912	4230680	0.715032764
DNM3754	wgs24	D3754	DNM3754.contig8	No inducer	5453	non-circular	5453	14	0.975793	6	3	Bacillus virus G	2	wgs24.contig35	99.98	5453	56079	5453	499	2886312	719	12377160	3904731	5460912	4230680	0.715032764
LM3891	wgs14	D3891	LM3891.contig5	Mitomycin C	3651	non-circular	3651	51	1	6	3	Escherichia phage D6	2	wgs14.contig42	99.78	3651	4910	3651	3744	171904	40466	10950974	2205999	11627230	7181074	0.18972696
LN3891	wgs14	D3891	LN3891.contig5	No inducer	3209	non-circular	3209	339	1	6	3	Escherichia phage D6	2	wgs14.contig42	99.91	3209	4910	3209	10336	121524	22174	10950974	2205999	11627230	7181074	0.18972696
LN3654	wgs13	D3654	LN3654.contig10	No inducer	3213	non-circular	3213	4	0.941487	5	3	Aeromonas phage phiARM81ld	1	wgs13.contig4	100	3213	424287	3213	198	147448	147	10610270	929376	5669372	4582092	0.163929268
LN3654	wgs13	D3654	LN3654.contig6	No inducer	3557	non-circular	3557	5	0.892607	5	3	Escherichia phage HK75	1	wgs13.contig4	100	3557	424287	3557	198	147448	161	10610270	929376	5669372	4582092	0.163929268
DM3951	wgs25	D3951	DM3951.contig4	Mitomycin C	17484	non-circular	17484	38	0.993994	14	3	Acanthamoeba polyphaga mimivirus	1	wgs25.contig21	100	17484	97922	17484	2831	2738854	708	8458284	866608	9746080	6326444	0.088918622
DNM3951	wgs25	D3951	DNM3951.contig18	No inducer	3858	non-circular	3858	10	0.973821	4	3	Bacillus phage proCM3	1	wgs25.contig15	100	3858	119824	3701	464	2719292	44	8458284	866608	9746080	6326444	0.088918622
DNM3951	wgs25	D3951	DNM3951.contig20	No inducer	3817	non-circular	3817	9	0.976683	5	3	Pseudomonas phage OBP	2	wgs25.contig12	100	3817	143857	3817	327	2719292	5	8458284	866608	9746080	6326444	0.088918622
DNM3951	wgs25	D3951	DNM3951.contig6	No inducer	13230	non-circular	13230	36	0.984127	16	3	Pandoravirus salinus	1	wgs25.contig15	99.98	13230	119824	13230	1526	2719292	105	8458284	866608	9746080	6326444	0.088918622
DNM3951	wgs25	D3951	DNM3951.contig7	No inducer	9556	non-circular	9556	40	0.992675	9	3	Burkholderia virus phi1026b	1	wgs25.contig15	99.96	9556	119824	9556	1357	2719292	124	8458284	866608	9746080	6326444	0.088918622
EN3894	wgs7	D3894	EN3894.contig5	No inducer	4729	non-circular	4729	10	0.949461	5	3	Paenibacillus virus Sitara	1	wgs7.contig5	99.98	4729	162019	4729	294	271988	0	7246360	473827	8103910	2787650	0.058468937
EN3894	wgs7	D3894	EN3894.contig6	No inducer	3471	non-circular	3471	8	0.946989	6	3	Streptococcus phage phiD12	1	wgs7.contig5	99.97	3471	162019	3471	212	271988	0	7246360	473827	8103910	2787650	0.058468937
LN4010	wgs19	D4010	LN4010.contig3	No inducer	3054	non-circular	3054	10	0.960708	6	3	Escherichia phage D6	2	wgs19.contig30	87.7	3054	5063	1089	188	61304	2	5012934	16461	419850	4522782	0.03920686
LB3451	wgs10	D3451	LB3451.contig9	Carbadox	3653	non-circular	3653	9	0.922803	5	3	Bacillus phage vB_BtS_BMBtp15	2	wgs10.contig1	100	3653	756209	2646	386	236210	157	11249492	335182	8997444	2377460	0.037253024
LC3451	wgs10	D3451	LC3451.contig6	Cipro	7072	non-circular	7072	8	0.954185	10	3	Apis mellifera filamentous virus	1	wgs10.contig5	100	7072	210777	7072	536	150978	79	11249492	335182	8997444	2377460	0.037253024
LC3451	wgs10	D3451	LC3451.contig8	Cipro	3654	non-circular	3654	2	0.84948	4	3	Bacillus phage proCM3	2	wgs10.contig5	99.97	3654	210777	3654	188	150978	0	11249492	335182	8997444	2377460	0.037253024
DM3734	wgs23	D3734	DM3734.contig12	Mitomycin C	10270	non-circular	10270	37	0.986855	12	3	Indivirus ILV1	1	NA	NA	NA	NA	NA	1773	3061110	0	11965204	131711	7454292	4427480	0.01766915
DM3734	wgs23	D3734	DM3734.contig29	Mitomycin C	5530	non-circular	5530	33	0.994575	7	3	Pithovirus sibericum	1	NA	NA	NA	NA	NA	3031	3061110	0	11965204	131711	7454292	4427480	0.01766915
DM3734	wgs23	D3734	DM3734.contig42	Mitomycin C	3886	non-circular	3886	9	0.95651	6	3	Ochrobactrum phage POA1180	1	wgs23.contig7	78.92	3886	287104	204	358	3061110	0	11965204	131711	7454292	4427480	0.01766915
DNM3734	wgs23	D3734	DNM3734.contig9	No inducer	3460	non-circular	3460	171	1	3	3	Enterobacteria phage VT1-Sakai	1	NA	NA	NA	NA	NA	8941	2175788	3098	11965204	131711	7454292	4427480	0.01766915
LM4014	wgs20	D4014	LM4014.contig3	Mitomycin C	5497	non-circular	5497	6	0.844643	5	3	Bacillus phage proCM3	2	wgs20.contig7	99.98	5497	254618	5497	293	102274	0	10310980	94294	8080992	3191546	0.011668617
LN4014	wgs20	D4014	LN4014.contig11	No inducer	3178	non-circular	3178	4	0.971051	6	3	Enterobacteria phage mEp237	2	NA	NA	NA	NA	NA	327	99918	0	10310980	94294	8080992	3191546	0.011668617
LN4014	wgs20	D4014	LN4014.contig3	No inducer	11668	non-circular	11668	12	0.979002	16	3	Bacillus virus G	1	wgs20.contig17	99.99	11668	19955	11668	893	99918	0	10310980	94294	8080992	3191546	0.011668617
LN4014	wgs20	D4014	LN4014.contig9	No inducer	4456	non-circular	4456	10	0.997307	5	3	Bacillus phage proCM3	1	wgs20.contig4	100	4456	522725	4456	741	99918	0	10310980	94294	8080992	3191546	0.011668617
LM3981	wgs17	D3981	LM3981.contig6	Mitomycin C	3247	non-circular	3247	3	0.892516	3	3	Escherichia phage pro147	1	wgs17.contig14	100	3247	86569	3247	150	14640	12	9710598	112495	10357630	5290794	0.010861075
EM3404	wgs4	D3404	EM3404.contig20	Mitomycin C	5032	non-circular	5032	7	0.981717	4	3	Lactococcus phage bIL285	2	wgs4.contig504	100	5032	406	137	458	237916	0	11405602	50940	6083826	2979002	0.008373021
EN3404	wgs4	D3404	EN3404.contig11	No inducer	9660	non-circular	9660	17	0.924844	8	3	Ostreococcus mediterraneus virus 1	1	wgs4.contig10	100	9660	122664	9660	462	158738	0	11405602	50940	6083826	2979002	0.008373021
EN3404	wgs4	D3404	EN3404.contig14	No inducer	7887	non-circular	7887	11	0.87118	8	3	Bacillus virus G	1	wgs4.contig3	99.99	7887	294667	7754	374	158738	0	11405602	50940	6083826	2979002	0.008373021
EN3404	wgs4	D3404	EN3404.contig15	No inducer	7710	non-circular	7710	9	0.931518	10	3	Bacillus phage proCM3	2	wgs4.contig7	100	7710	174998	7489	435	158738	0	11405602	50940	6083826	2979002	0.008373021
EN3404	wgs4	D3404	EN3404.contig20	No inducer	5932	non-circular	5932	9	0.885536	6	3	Enterobacteria phage YYZ-2008	1	wgs4.contig3	99.98	5932	294667	5932	310	158738	0	11405602	50940	6083826	2979002	0.008373021
EN3404	wgs4	D3404	EN3404.contig23	No inducer	4876	non-circular	4876	8	0.850902	4	3	Aeromonas phage 32	1	wgs4.contig17	100	4876	57755	2675	455	158738	0	11405602	50940	6083826	2979002	0.008373021
EN3404	wgs4	D3404	EN3404.contig33	No inducer	3883	non-circular	3883	6	0.902653	5	3	Streptococcus phage MM1	2	wgs4.contig9	100	3883	145907	3883	178	158738	0	11405602	50940	6083826	2979002	0.008373021
EN3404	wgs4	D3404	EN3404.contig36	No inducer	3791	non-circular	3791	13	1	4	3	Bacillus phage vB_BtS_BMBtp14	2	wgs4.contig16	99.95	3791	62470	2152	333	158738	0	11405602	50940	6083826	2979002	0.008373021
EN3404	wgs4	D3404	EN3404.contig6	No inducer	13381	non-circular	13381	19	0.977431	11	3	Megavirus chiliensis	1	wgs4.contig1	100	13381	472457	12732	1067	158738	0	11405602	50940	6083826	2979002	0.008373021
LN3954	wgs16	D3954	LN3954.contig4	No inducer	5828	non-circular	5828	190	1	5	3	Klebsiella phage KPP5665-2	3	wgs16.contig55	100	5828	2140	2140	7476	123718	0	9881174	36356	11864520	6540484	0.003064262
EN3754	wgs5	D3754	EN3754.contig10	No inducer	6244	non-circular	6244	9	0.978539	7	3	Pandoravirus inopinatum	2	wgs5.contig9	100	6244	105160	6244	395	202582	0	12377160	4574	5460912	4230680	0.000837589
EN3754	wgs5	D3754	EN3754.contig15	No inducer	5493	non-circular	5493	8	0.930821	4	3	Caulobacter phage Sansa	1	wgs5.contig1	99.96	5493	271830	5493	334	202582	0	12377160	4574	5460912	4230680	0.000837589
EN3754	wgs5	D3754	EN3754.contig8	No inducer	7919	non-circular	7919	9	0.893421	6	3	Bacillus virus G	1	wgs5.contig4	99.99	7919	147363	7653	736	202582	0	12377160	4574	5460912	4230680	0.000837589
BN3754	wgs3	D3754	BN3754.contig3	No inducer	3376	non-circular	3376	5	0.867298	5	3	Acinetobacter phage Ab105-3phi	1	wgs3.contig2	100	3376	299821	3376	170	234830	0	12377160	2694	5460912	4230680	0.000493324
LN3894	wgs15	D3894	LN3894.contig6	No inducer	4030	non-circular	4030	8	0.96402	6	3	Bacteriophage APSE-3	1	NA	NA	NA	NA	NA	384	162544	0	7246360	2797	8103910	2787650	0.000345142
DM3400	wgs22	D3400	DM3400.contig15	Mitomycin C	4307	circular	4307	37	0.995588	5	2	Bacillus thuringiensis phage MZTP02	1	wgs22.contig16	100	4307	79864	4170	3102	2382644	0	10292330	9753467	9846934	9770662	0.99050801
LM3984	wgs18	D3984	LM3984.contig9	Mitomycin C	5077	circular	5077	11	0.993303	5	2	Cellulophaga phage phiSM	2	wgs18.contig23	100	5077	5063	4942	1000	88356	3660	9815116	1631220	8879628	6171168	0.183703642
BN3754	wgs3	D3754	BN3754.contig2	No inducer	5193	circular	5193	20	1	5	2	Dickeya phage phiDP23.1	1	wgs3.contig34	80.5	5193	4768	1323	1346	234830	350	12377160	2694	5460912	4230680	0.000493324
DM3400	wgs22	D3400	DM3400.contig18	Mitomycin C	3959	non-circular	3959	24	0.983077	5	2	Phage 21	1	wgs22.contig134	100	3959	1452	1452	778	2382644	18291	10292330	9753467	9846934	9770662	0.99050801
LN3570	wgs11	D3570	LN3570.contig14	No inducer	3092	non-circular	3092	1	0.851229	5	2	Brochothrix phage NF5	1	NA	NA	NA	NA	NA	138	57846	0	9661064	2517665	2922434	1119716	0.861495931
DM3754	wgs24	D3754	DM3754.contig6	Mitomycin C	4061	non-circular	4061	8	0.981778	4	2	Bacillus virus G	2	wgs24.contig35	100	4061	56079	4061	450	2941598	545	12377160	3904731	5460912	4230680	0.715032764
DM3754	wgs24	D3754	DM3754.contig7	Mitomycin C	4032	non-circular	4032	10	0.982887	3	2	Bacillus phage SP-10	1	wgs24.contig35	100	4032	56079	4032	432	2941598	451	12377160	3904731	5460912	4230680	0.715032764
DNM3754	wgs24	D3754	DNM3754.contig9	No inducer	4760	non-circular	4760	9	0.971849	6	2	Freshwater phage uvFW-CGR-AMD-COM-C455	1	wgs24.contig60	100	4760	24577	4760	493	2886312	500	12377160	3904731	5460912	4230680	0.715032764
LM3891	wgs14	D3891	LM3891.contig4	Mitomycin C	3731	non-circular	3731	45	0.986599	5	2	Cellulophaga phage phiSM	1	wgs14.contig41	99.97	3731	5378	3607	3619	171904	97	10950974	2205999	11627230	7181074	0.18972696
LN3891	wgs14	D3891	LN3891.contig4	No inducer	3619	non-circular	3619	152	1	5	2	Cellulophaga phage phiSM	1	wgs14.contig41	100	3619	5378	3619	9204	121524	252	10950974	2205999	11627230	7181074	0.18972696
LM3651	wgs12	D3651	LM3651.contig5	Mitomycin C	6097	non-circular	6097	7	0.982123	5	2	Escherichia virus Lambda	1	wgs12.contig688	100	6097	2396	2396	379	75018	3	11044108	1439076	7695824	5127024	0.186994401
LN3651	wgs12	D3651	LN3651.contig8	No inducer	3925	non-circular	3925	9	0.926624	4	2	Leptospira phage vB_LnoZ_CZ214-LE1	2	wgs12.contig161	100	3925	7053	3452	311	78854	0	11044108	1439076	7695824	5127024	0.186994401
LN3984	wgs18	D3984	LN3984.contig8	No inducer	5046	non-circular	5046	69	1	4	2	Cellulophaga phage phiSM	2	wgs18.contig23	99.82	5046	5063	4569	4758	128186	3577	9815116	1631220	8879628	6171168	0.183703642
LM3654	wgs13	D3654	LM3654.contig6	Mitomycin C	6211	non-circular	6211	4	0.859282	8	2	Klosneuvirus KNV1	1	wgs13.contig4	99.95	6211	424287	6211	300	209382	728	10610270	929376	5669372	4582092	0.163929268
LN3654	wgs13	D3654	LN3654.contig4	No inducer	4820	non-circular	4820	5	0.948548	6	2	Burkholderia virus phi1026b	1	wgs13.contig4	100	4820	424287	4817	304	147448	401	10610270	929376	5669372	4582092	0.163929268
DM3951	wgs25	D3951	DM3951.contig6	Mitomycin C	5714	non-circular	5714	10	0.986349	6	2	Escherichia phage TL-2011b	2	wgs25.contig15	100	5714	119824	5714	677	2738854	184	8458284	866608	9746080	6326444	0.088918622
DNM3951	wgs25	D3951	DNM3951.contig15	No inducer	5292	non-circular	5292	32	0.999244	5	2	Cellulophaga phage phiSM	2	wgs25.contig52	99.98	5292	5758	4730	2095	2719292	806	8458284	866608	9746080	6326444	0.088918622
DNM3951	wgs25	D3951	DNM3951.contig16	No inducer	4466	non-circular	4466	14	0.962382	6	2	Planktothrix phage PaV-LD	1	wgs25.contig12	100	4466	143857	4466	430	2719292	49	8458284	866608	9746080	6326444	0.088918622
DNM3951	wgs25	D3951	DNM3951.contig17	No inducer	3868	non-circular	3868	18	0.993795	4	2	Burkholderia virus phi1026b	1	wgs25.contig12	100	3868	143857	3868	524	2719292	35	8458284	866608	9746080	6326444	0.088918622
DNM3951	wgs25	D3951	DNM3951.contig21	No inducer	3532	non-circular	3532	7	0.937996	3	2	Bacillus phage SP-15	1	wgs25.contig12	100	3532	143857	3532	327	2719292	19	8458284	866608	9746080	6326444	0.088918622
LM3404	wgs9	D3404	LM3404.contig2	Mitomycin C	5395	non-circular	5395	5	0.886747	5	2	Heterosigma akashiwo virus 01	1	wgs9.contig3	100	5395	346103	5395	285	134010	129	11405602	326764	6083826	2979002	0.05371028
LC3451	wgs10	D3451	LC3451.contig9	Cipro	3056	non-circular	3056	5	0.984948	3	2	Pacmanvirus A23	1	wgs10.contig5	100	3056	210777	3056	241	150978	0	11249492	335182	8997444	2377460	0.037253024
DM3734	wgs23	D3734	DM3734.contig13	Mitomycin C	9568	non-circular	9568	22	0.981814	15	2	Pseudomonas phage phi297	1	NA	NA	NA	NA	NA	1214	3061110	0	11965204	131711	7454292	4427480	0.01766915
DM3734	wgs23	D3734	DM3734.contig25	Mitomycin C	6752	non-circular	6752	10	0.97186	6	2	Leptospira phage vB_LbrZ_5399-LE1	2	NA	NA	NA	NA	NA	883	3061110	0	11965204	131711	7454292	4427480	0.01766915
DM3734	wgs23	D3734	DM3734.contig26	Mitomycin C	6603	non-circular	6603	18	0.986673	7	2	Aeromonas virus 44RR2	1	NA	NA	NA	NA	NA	1358	3061110	0	11965204	131711	7454292	4427480	0.01766915
DM3734	wgs23	D3734	DM3734.contig27	Mitomycin C	6107	non-circular	6107	17	0.996889	10	2	Escherichia virus M13	1	NA	NA	NA	NA	NA	1988	3061110	0	11965204	131711	7454292	4427480	0.01766915
DM3734	wgs23	D3734	DM3734.contig33	Mitomycin C	5113	non-circular	5113	10	0.989634	5	2	Chrysochromulina ericina virus	1	NA	NA	NA	NA	NA	900	3061110	0	11965204	131711	7454292	4427480	0.01766915
DM3734	wgs23	D3734	DM3734.contig36	Mitomycin C	4415	non-circular	4415	15	0.976217	7	2	Pandoravirus inopinatum	1	NA	NA	NA	NA	NA	541	3061110	2	11965204	131711	7454292	4427480	0.01766915
DM3734	wgs23	D3734	DM3734.contig45	Mitomycin C	3826	non-circular	3826	17	0.984057	5	2	Salmonella phage vB_SalP_PM43	1	NA	NA	NA	NA	NA	451	3061110	0	11965204	131711	7454292	4427480	0.01766915
DM3734	wgs23	D3734	DM3734.contig51	Mitomycin C	3340	non-circular	3340	7	0.92964	5	2	Bacillus phage proCM3	1	NA	NA	NA	NA	NA	267	3061110	0	11965204	131711	7454292	4427480	0.01766915
DM3734	wgs23	D3734	DM3734.contig6	Mitomycin C	19197	non-circular	19197	75	0.98953	14	2	Acanthamoeba polyphaga mimivirus	1	NA	NA	NA	NA	NA	5147	3061110	0	11965204	131711	7454292	4427480	0.01766915
DM3734	wgs23	D3734	DM3734.contig9	Mitomycin C	16516	non-circular	16516	135	0.999879	16	2	Bacillus virus SPbeta	1	NA	NA	NA	NA	NA	13168	3061110	0	11965204	131711	7454292	4427480	0.01766915
EM3404	wgs4	D3404	EM3404.contig11	Mitomycin C	9411	non-circular	9411	16	0.984699	10	2	Streptococcus phage phiJH1301-1	1	NA	NA	NA	NA	NA	1243	237916	0	11405602	50940	6083826	2979002	0.008373021
EM3404	wgs4	D3404	EM3404.contig14	Mitomycin C	7787	non-circular	7787	22	0.996918	12	2	Anomala cuprea entomopoxvirus	1	wgs4.contig2	100	7787	440420	7226	920	237916	0	11405602	50940	6083826	2979002	0.008373021
EN3404	wgs4	D3404	EN3404.contig18	No inducer	7217	non-circular	7217	11	0.936677	9	2	Aureococcus anophagefferens virus	1	wgs4.contig3	99.96	7217	294667	7096	428	158738	1	11405602	50940	6083826	2979002	0.008373021
EN3404	wgs4	D3404	EN3404.contig21	No inducer	5457	non-circular	5457	7	0.982041	7	2	Planktothrix phage PaV-LD	1	wgs4.contig3	100	5457	294667	5457	385	158738	0	11405602	50940	6083826	2979002	0.008373021
EN3404	wgs4	D3404	EN3404.contig22	No inducer	5163	non-circular	5163	9	0.946156	5	2	Archaeal BJ1 virus	1	wgs4.contig10	99.98	5163	122664	5163	284	158738	0	11405602	50940	6083826	2979002	0.008373021
EN3404	wgs4	D3404	EN3404.contig26	No inducer	4353	non-circular	4353	10	0.982081	4	2	Pandoravirus inopinatum	1	wgs4.contig20	99.98	4353	31924	4353	304	158738	0	11405602	50940	6083826	2979002	0.008373021
EN3404	wgs4	D3404	EN3404.contig37	No inducer	3769	non-circular	3769	8	0.976652	4	2	Bacillus phage proCM3	1	wgs4.contig18	79.83	3769	43710	1785	298	158738	0	11405602	50940	6083826	2979002	0.008373021
EN3404	wgs4	D3404	EN3404.contig48	No inducer	3054	non-circular	3054	5	0.83759	4	2	Lactococcus phage PLg-TB25	1	wgs4.contig28	99.97	3054	8846	3054	133	158738	0	11405602	50940	6083826	2979002	0.008373021
EN3404	wgs4	D3404	EN3404.contig9	No inducer	11698	non-circular	11698	25	0.983159	13	2	Bacillus phage PfNC7401	1	wgs4.contig21	99.99	11698	23551	11698	856	158738	0	11405602	50940	6083826	2979002	0.008373021
EN3754	wgs5	D3754	EN3754.contig13	No inducer	5738	non-circular	5738	803	1	4	2	Brochothrix phage NF5	1	wgs5.contig3	100	5738	175008	5738	35419	202582	162	12377160	4574	5460912	4230680	0.000837589
EN3754	wgs5	D3754	EN3754.contig14	No inducer	5616	non-circular	5616	15	0.928241	6	2	Escherichia phage PBECO 4	1	wgs5.contig10	99.96	5616	91243	5616	576	202582	0	12377160	4574	5460912	4230680	0.000837589
EN3754	wgs5	D3754	EN3754.contig16	No inducer	5287	non-circular	5287	20	0.933989	7	2	Brevibacillus phage Sundance	1	wgs5.contig7	99.98	5287	109431	4784	341	202582	0	12377160	4574	5460912	4230680	0.000837589
EN3754	wgs5	D3754	EN3754.contig19	No inducer	4593	non-circular	4593	51	1	4	2	Bacillus phage PfEFR-5	1	wgs5.contig40	100	4593	13335	2982	2093	202582	229	12377160	4574	5460912	4230680	0.000837589
EN3754	wgs5	D3754	EN3754.contig22	No inducer	3720	non-circular	3720	4	0.702957	3	2	Bacteriophage Lily	1	wgs5.contig15	100	3720	70423	3720	133	202582	0	12377160	4574	5460912	4230680	0.000837589
DM3400	wgs22	D3400	DM3400.contig13	Mitomycin C	5305	circular	5305	255	1	6	1	Salmonella virus STML131	1	wgs22.contig103	100	5305	5291	4582	22799	2382644	4	10292330	9753467	9846934	9770662	0.99050801
DM3400	wgs22	D3400	DM3400.contig17	Mitomycin C	4223	circular	4223	718	0.999999	4	1	Burkholderia phage KS14	1	wgs22.contig110	100	4223	4209	2606	86363	2382644	591292	10292330	9753467	9846934	9770662	0.99050801
DNM3400	wgs22	D3400	DNM3400.contig10	No inducer	4223	circular	4223	1546	0.999999	4	1	Burkholderia phage KS14	1	wgs22.contig110	100	4223	4209	3493	177311	1646062	574378	10292330	9753467	9846934	9770662	0.99050801
DNM3400	wgs22	D3400	DNM3400.contig8	No inducer	5305	circular	5305	496	1	6	1	Salmonella virus STML131	1	wgs22.contig103	100	5305	5291	4439	43534	1646062	4	10292330	9753467	9846934	9770662	0.99050801
DM3754	wgs24	D3754	DM3754.contig4	Mitomycin C	4890	circular	4890	33	0.99959	8	1	Escherichia phage RCS47	1	wgs24.contig97	100	4890	1694	1694	2959	2941598	24248	12377160	3904731	5460912	4230680	0.715032764
LM3651	wgs12	D3651	LM3651.contig4	Mitomycin C	6351	circular	6351	43	1	7	1	Salmonella virus STML131	1	wgs12.contig193	100	6351	6337	3605	5100	75018	0	11044108	1439076	7695824	5127024	0.186994401
LN3651	wgs12	D3651	LN3651.contig6	No inducer	6351	circular	6351	44	1	8	1	Salmonella virus STML131	1	wgs12.contig193	100	6351	6337	5257	3882	78854	0	11044108	1439076	7695824	5127024	0.186994401
LM3984	wgs18	D3984	LM3984.contig12	Mitomycin C	3691	circular	3691	62	1	5	1	Cellulophaga phage phiSM	1	wgs18.contig26	100	3691	3677	3341	4672	88356	118041	9815116	1631220	8879628	6171168	0.183703642
LN3984	wgs18	D3984	LN3984.contig11	No inducer	3691	circular	3691	98	1	5	1	Cellulophaga phage phiSM	1	wgs18.contig26	100	3691	3677	2653	10138	128186	118039	9815116	1631220	8879628	6171168	0.183703642
DM3734	wgs23	D3734	DM3734.contig38	Mitomycin C	4224	circular	4224	3676	0.999999	4	1	Burkholderia phage KS14	1	NA	NA	NA	NA	NA	474541	3061110	1128914	11965204	131711	7454292	4427480	0.01766915
DNM3734	wgs23	D3734	DNM3734.contig8	No inducer	4677	circular	4677	10	0.998289	6	1	Escherichia phage RCS47	1	wgs23.contig60	100	4677	1702	1702	1406	2175788	0	11965204	131711	7454292	4427480	0.01766915
LM3954	wgs16	D3954	LM3954.contig7	Mitomycin C	4779	circular	4779	74	0.999999	9	1	Escherichia virus 172-1	1	wgs16.contig2	98.03	4779	4890	2583	1642	15272	4531	9881174	36356	11864520	6540484	0.003064262
EN3854	wgs6	D3854	EN3854.contig4	No inducer	6850	circular	6850	4	0.999854	10	1	Macacine betaherpesvirus 3	1	NA	NA	NA	NA	NA	702	201906	0	10691994	3577	5352132	5083248	0.000668332
